Term 1,Term 2,Term 3,frequency of trigram,frequency of context (bigram Term1 + Term2),probability of trigram
la,universidad.,</s>,1,1,1.0
universidad.,</s>,<s>,1,1,1.0
<s>,¿Como,se,1,4,0.25
¿Como,se,la,1,1,1.0
Voy,a,estar,1,2,0.5
estar,en,la,1,2,0.5
en,la,fiesta,1,16,0.0625
la,fiesta,de,1,1,1.0
fiesta,de,la,1,1,1.0
de,la,uni.,1,5,0.2
la,uni.,</s>,1,1,1.0
uni.,</s>,<s>,1,1,1.0
Voy,a,salir,1,2,0.5
a,salir,"tarde,",1,1,1.0
salir,"tarde,",no,1,1,1.0
"tarde,",no,creo,1,1,1.0
no,creo,que,1,1,1.0
creo,que,esté,1,10,0.1
que,esté,abierta,1,1,1.0
esté,abierta,la,1,1,1.0
abierta,la,tienda.,1,1,1.0
la,tienda.,</s>,1,1,1.0
tienda.,</s>,<s>,1,1,1.0
Ya,ando,acá.,1,3,0.3333333333333333
ando,acá.,</s>,1,1,1.0
</s>,<s>,Bájense.,1,487,0.002053388090349076
<s>,Bájense.,</s>,1,1,1.0
Bájense.,</s>,<s>,1,1,1.0
<s>,"No,",vengase,1,15,0.06666666666666667
"No,",vengase,a,1,1,1.0
vengase,a,la,1,1,1.0
a,la,plaza.,1,14,0.07142857142857142
la,plaza.,</s>,1,1,1.0
plaza.,</s>,<s>,1,1,1.0
</s>,<s>,"Ale,",1,487,0.002053388090349076
<s>,"Ale,",¿tienes,1,1,1.0
"Ale,",¿tienes,el,1,1,1.0
¿tienes,el,link,1,1,1.0
el,link,de,1,1,1.0
link,de,asistencia?,1,1,1.0
de,asistencia?,</s>,1,1,1.0
asistencia?,</s>,<s>,1,1,1.0
<s>,"Si,",Ale.,1,5,0.2
"Si,",Ale.,</s>,1,1,1.0
</s>,<s>,Acabando,1,487,0.002053388090349076
<s>,Acabando,de,1,1,1.0
Acabando,de,llegar.,1,1,1.0
de,llegar.,</s>,1,1,1.0
llegar.,</s>,<s>,1,1,1.0
<s>,¿Qué,pasó?,1,3,0.3333333333333333
¿Qué,pasó?,</s>,1,1,1.0
pasó?,</s>,<s>,1,1,1.0
<s>,"Felicidades,",mamá.,1,3,0.3333333333333333
"Felicidades,",mamá.,</s>,1,1,1.0
mamá.,</s>,<s>,1,1,1.0
<s>,¿Qué,quieren?,1,3,0.3333333333333333
¿Qué,quieren?,</s>,1,1,1.0
quieren?,</s>,<s>,1,1,1.0
</s>,<s>,¿Cuantas,1,487,0.002053388090349076
<s>,¿Cuantas,alitas?,1,1,1.0
¿Cuantas,alitas?,</s>,1,1,1.0
alitas?,</s>,<s>,1,1,1.0
<s>,Yo,con,1,6,0.16666666666666666
Yo,con,unas,1,1,1.0
con,unas,5,1,1,1.0
unas,5,estoy,1,1,1.0
5,estoy,bien,1,1,1.0
estoy,bien,</s>,1,1,1.0
<s>,Ya,llego,1,52,0.019230769230769232
Ya,llego,la,1,1,1.0
llego,la,"comida,",1,1,1.0
la,"comida,",apúrenle.,1,1,1.0
"comida,",apúrenle.,</s>,1,1,1.0
apúrenle.,</s>,<s>,1,1,1.0
</s>,<s>,Denle,1,487,0.002053388090349076
<s>,Denle,chavos.,1,1,1.0
Denle,chavos.,</s>,1,1,1.0
chavos.,</s>,<s>,1,1,1.0
<s>,Se,va,1,5,0.2
Se,va,a,1,1,1.0
va,a,enfriar,1,6,0.16666666666666666
a,enfriar,duro.,1,1,1.0
enfriar,duro.,</s>,1,1,1.0
duro.,</s>,<s>,1,1,1.0
<s>,Que,</s>,1,16,0.0625
Que,</s>,<s>,1,1,1.0
<s>,Ya,andamos,1,52,0.019230769230769232
Ya,andamos,en,1,1,1.0
andamos,en,la,1,1,1.0
en,la,primera,1,16,0.0625
la,primera,parada.,1,2,0.5
primera,parada.,</s>,1,1,1.0
parada.,</s>,<s>,1,1,1.0
<s>,"Igual,",mama.,1,2,0.5
"Igual,",mama.,</s>,1,1,1.0
mama.,</s>,<s>,1,1,1.0
</s>,<s>,🤟,1,487,0.002053388090349076
<s>,🤟,</s>,1,1,1.0
🤟,</s>,<s>,1,1,1.0
<s>,Pero,creo,1,4,0.25
Pero,creo,que,1,1,1.0
que,ya,estamos,1,3,0.3333333333333333
ya,estamos,cerca.,1,1,1.0
estamos,cerca.,</s>,1,1,1.0
cerca.,</s>,<s>,1,1,1.0
<s>,"No,",le,1,15,0.06666666666666667
"No,",le,tocó,1,1,1.0
le,tocó,al,1,1,1.0
tocó,al,lado.,1,1,1.0
al,lado.,</s>,1,1,1.0
lado.,</s>,<s>,1,1,1.0
<s>,"Claro,",ma.,1,14,0.07142857142857142
"Claro,",ma.,</s>,1,1,1.0
</s>,<s>,"Ay,",1,487,0.002053388090349076
<s>,"Ay,",ma.,1,1,1.0
"Ay,",ma.,</s>,1,1,1.0
<s>,No,dejas,1,3,0.3333333333333333
No,dejas,de,1,1,1.0
dejas,de,encontrar,1,1,1.0
de,encontrar,"fotos,",1,1,1.0
encontrar,"fotos,",jajaja.,1,1,1.0
"fotos,",jajaja.,</s>,1,1,1.0
</s>,<s>,"Yo,",1,487,0.002053388090349076
<s>,"Yo,",ma.,1,1,1.0
"Yo,",ma.,</s>,1,1,1.0
</s>,<s>,😑,1,487,0.002053388090349076
<s>,😑,</s>,1,1,1.0
😑,</s>,<s>,1,1,1.0
</s>,<s>,🤙,1,487,0.002053388090349076
<s>,🤙,</s>,1,1,1.0
🤙,</s>,<s>,1,1,1.0
<s>,Yo,llego,1,6,0.16666666666666666
Yo,llego,en,1,1,1.0
llego,en,20.,1,1,1.0
en,20.,</s>,1,1,1.0
20.,</s>,<s>,1,1,1.0
<s>,"Ok,",ma.,1,8,0.125
"Ok,",ma.,</s>,1,1,1.0
Se,supone,a,1,2,0.5
supone,a,la,1,1,1.0
a,la,"1,",1,14,0.07142857142857142
la,"1,",pero,1,1,1.0
"1,",pero,ya,1,1,1.0
pero,ya,veremos.,1,2,0.5
ya,veremos.,</s>,1,1,1.0
veremos.,</s>,<s>,1,1,1.0
</s>,<s>,Fuimos,1,487,0.002053388090349076
<s>,Fuimos,al,1,1,1.0
Fuimos,al,Paisa.,1,1,1.0
al,Paisa.,</s>,1,1,1.0
Paisa.,</s>,<s>,1,1,1.0
<s>,Ahorita,vamos,1,2,0.5
Ahorita,vamos,a,1,1,1.0
a,la,escuela,1,14,0.07142857142857142
la,escuela,a,1,1,1.0
escuela,a,hacerme,1,1,1.0
a,hacerme,un,1,1,1.0
hacerme,un,certificado,1,1,1.0
un,certificado,médico.,1,1,1.0
certificado,médico.,</s>,1,1,1.0
</s>,<s>,Un,1,487,0.002053388090349076
<s>,Un,poco,1,1,1.0
Un,poco,de,1,1,1.0
poco,de,pastor.,1,2,0.5
de,pastor.,</s>,1,1,1.0
pastor.,</s>,<s>,1,1,1.0
<s>,Aquí,en,1,3,0.3333333333333333
Aquí,en,"Batiz,",1,1,1.0
en,"Batiz,",ya,1,1,1.0
"Batiz,",ya,estoy,1,1,1.0
ya,estoy,por,1,3,0.3333333333333333
estoy,por,terminar.,1,1,1.0
por,terminar.,</s>,1,1,1.0
terminar.,</s>,<s>,1,1,1.0
Ya,estoy,dentro.,1,8,0.125
estoy,dentro.,</s>,1,1,1.0
dentro.,</s>,<s>,1,1,1.0
</s>,<s>,¿Quieres,1,487,0.002053388090349076
<s>,¿Quieres,que,1,1,1.0
¿Quieres,que,la,1,1,1.0
que,la,vea?,1,4,0.25
la,vea?,</s>,1,1,1.0
vea?,</s>,<s>,1,1,1.0
<s>,"Jajaja,",puedes,1,15,0.06666666666666667
"Jajaja,",puedes,usar,1,1,1.0
puedes,usar,las,1,1,1.0
usar,las,notas,1,1,1.0
las,notas,de,1,1,1.0
notas,de,tu,1,1,1.0
de,tu,celular.,1,1,1.0
tu,celular.,</s>,1,1,1.0
celular.,</s>,<s>,1,1,1.0
<s>,Ya,sabes,1,52,0.019230769230769232
Ya,sabes,que,1,1,1.0
sabes,que,siempre,1,1,1.0
que,siempre,tengo,1,1,1.0
siempre,tengo,"sueño,",1,1,1.0
tengo,"sueño,",entonces,1,1,1.0
"sueño,",entonces,no,1,1,1.0
entonces,no,hay,1,1,1.0
no,hay,diferencia.,1,2,0.5
hay,diferencia.,</s>,1,1,1.0
diferencia.,</s>,<s>,1,1,1.0
Ya,me,abastecí,1,3,0.3333333333333333
me,abastecí,"bien,",1,1,1.0
abastecí,"bien,",eh.,1,1,1.0
"bien,",eh.,</s>,1,1,1.0
eh.,</s>,<s>,1,1,1.0
<s>,Con,600,1,3,0.3333333333333333
Con,600,pesos,1,1,1.0
600,pesos,compré,1,1,1.0
pesos,compré,para,1,1,1.0
compré,para,2,1,1,1.0
para,2,semanas,1,1,1.0
2,semanas,yo,1,1,1.0
semanas,yo,digo.,1,1,1.0
yo,digo.,</s>,1,1,1.0
digo.,</s>,<s>,1,1,1.0
<s>,Hay,cosas,1,2,0.5
Hay,cosas,que,1,1,1.0
cosas,que,son,1,1,1.0
que,son,más,1,2,0.5
son,más,baratas,1,1,1.0
más,baratas,que,1,1,1.0
baratas,que,en,1,1,1.0
que,en,Mexico.,1,1,1.0
en,Mexico.,</s>,1,1,1.0
Mexico.,</s>,<s>,1,1,1.0
</s>,<s>,"Mhmhm,",1,487,0.002053388090349076
<s>,"Mhmhm,",con,1,1,1.0
"Mhmhm,",con,30,1,1,1.0
con,30,euracos.,1,1,1.0
30,euracos.,</s>,1,1,1.0
euracos.,</s>,<s>,1,1,1.0
También,te,"amo,",1,3,0.3333333333333333
te,"amo,",ma.,1,1,1.0
"amo,",ma.,</s>,1,1,1.0
</s>,<s>,Saludos.,1,487,0.002053388090349076
<s>,Saludos.,</s>,1,1,1.0
Saludos.,</s>,<s>,1,1,1.0
<s>,Buena,noche.,1,2,0.5
Buena,noche.,</s>,1,1,1.0
noche.,</s>,<s>,1,1,1.0
</s>,<s>,Espero,1,487,0.002053388090349076
<s>,Espero,se,1,1,1.0
Espero,se,la,1,1,1.0
Igual,ya,llegue,1,2,0.5
ya,llegue,a,1,1,1.0
llegue,a,Bucarest.,1,3,0.3333333333333333
a,Bucarest.,</s>,1,1,1.0
Bucarest.,</s>,<s>,1,1,1.0
<s>,Pásenla,chido.,1,4,0.25
Pásenla,chido.,</s>,1,1,1.0
También,te,"amamos,",1,3,0.3333333333333333
te,"amamos,",Ale.,1,1,1.0
"amamos,",Ale.,</s>,1,1,1.0
<s>,Pásenla,increíble.,1,4,0.25
Pásenla,increíble.,</s>,1,1,1.0
"Jajaja,",que,bien,1,2,0.5
bien,que,se,1,3,0.3333333333333333
estén,pasando,chido.,1,2,0.5
pasando,chido.,</s>,1,1,1.0
"Jajaja,",que,"bien,",1,2,0.5
que,"bien,",ma.,1,1,1.0
</s>,<s>,Síganla,1,487,0.002053388090349076
<s>,Síganla,pasando,1,1,1.0
Síganla,pasando,increíble.,1,1,1.0
</s>,<s>,Muchos,1,487,0.002053388090349076
<s>,Muchos,abrazos,1,1,1.0
Muchos,abrazos,y,1,1,1.0
abrazos,y,besos.,1,1,1.0
y,besos.,</s>,1,1,1.0
besos.,</s>,<s>,1,1,1.0
<s>,Me,encanta,1,4,0.25
Me,encanta,que,1,1,1.0
encanta,que,se,1,1,1.0
estén,pasando,increíble.,1,2,0.5
</s>,<s>,Llego,1,487,0.002053388090349076
<s>,Llego,mañana,1,1,1.0
Llego,mañana,como,1,1,1.0
mañana,como,por,1,1,1.0
como,por,las,1,1,1.0
por,las,"10,",1,1,1.0
las,"10,",díganme,1,1,1.0
"10,",díganme,por,1,1,1.0
díganme,por,dónde,1,1,1.0
por,dónde,andan,1,1,1.0
dónde,andan,y,1,1,1.0
andan,y,las,1,1,1.0
y,las,veo,1,1,1.0
las,veo,por,1,1,1.0
veo,por,ahí.,1,1,1.0
por,ahí.,</s>,1,1,1.0
</s>,<s>,O,1,487,0.002053388090349076
<s>,O,mejor,1,1,1.0
O,mejor,venganse,1,1,1.0
mejor,venganse,a,1,1,1.0
venganse,a,mi,1,1,1.0
a,mi,"casa,",1,1,1.0
mi,"casa,",para,1,1,1.0
"casa,",para,que,1,1,1.0
para,que,la,1,4,0.25
que,la,conozcan,1,4,0.25
la,conozcan,y,1,1,1.0
conozcan,y,puedo,1,1,1.0
y,puedo,dejar,1,1,1.0
puedo,dejar,mis,1,1,1.0
dejar,mis,cosas.,1,1,1.0
mis,cosas.,</s>,1,1,1.0
cosas.,</s>,<s>,1,1,1.0
</s>,<s>,Esta,1,487,0.002053388090349076
<s>,Esta,es,1,1,1.0
Esta,es,la,1,1,1.0
es,la,dirección:,1,1,1.0
la,dirección:,Calle,1,1,1.0
dirección:,Calle,de,1,1,1.0
Calle,de,Rafael,1,1,1.0
de,Rafael,Fernández,1,1,1.0
Rafael,Fernández,Hijicos,1,1,1.0
Fernández,Hijicos,25.,1,1,1.0
Hijicos,25.,</s>,1,1,1.0
25.,</s>,<s>,1,1,1.0
</s>,<s>,Pueden,1,487,0.002053388090349076
<s>,Pueden,tomar,1,1,1.0
Pueden,tomar,la,1,1,1.0
tomar,la,línea,1,1,1.0
la,línea,1,1,1,1.0
línea,1,y,1,1,1.0
1,y,bajarse,1,1,1.0
y,bajarse,en,1,1,1.0
bajarse,en,Miguel,1,1,1.0
en,Miguel,Hernández.,1,1,1.0
Miguel,Hernández.,</s>,1,1,1.0
Hernández.,</s>,<s>,1,1,1.0
"Oh,","ok,",entonces,1,2,0.5
"ok,",entonces,pásenla,1,1,1.0
entonces,pásenla,"bien,",1,1,1.0
pásenla,"bien,",luego,1,1,1.0
"bien,",luego,nos,1,1,1.0
luego,nos,vemos.,1,1,1.0
nos,vemos.,</s>,1,1,1.0
vemos.,</s>,<s>,1,1,1.0
<s>,"Hola,",ma.,1,7,0.14285714285714285
"Hola,",ma.,</s>,1,1,1.0
<s>,Ando,en,1,2,0.5
Ando,en,un,1,1,1.0
en,un,barco.,1,3,0.3333333333333333
un,barco.,</s>,1,1,1.0
barco.,</s>,<s>,1,1,1.0
</s>,<s>,Más,1,487,0.002053388090349076
<s>,Más,tarde,1,1,1.0
Más,tarde,estoy,1,1,1.0
tarde,estoy,en,1,1,1.0
<s>,"Hola,",mamá,1,7,0.14285714285714285
"Hola,",mamá,y,1,1,1.0
mamá,y,hermano.,1,1,1.0
y,hermano.,</s>,1,1,1.0
</s>,<s>,Acá,1,487,0.002053388090349076
<s>,Acá,ando,1,1,1.0
Acá,ando,trabajando,1,1,1.0
ando,trabajando,en,1,1,1.0
en,el,curso,1,13,0.07692307692307693
el,curso,de,1,2,0.5
curso,de,Madrid.,1,1,1.0
de,Madrid.,</s>,1,1,1.0
Madrid.,</s>,<s>,1,1,1.0
<s>,Ya,les,1,52,0.019230769230769232
Ya,les,cuento,1,1,1.0
les,cuento,después.,1,1,1.0
cuento,después.,</s>,1,1,1.0
después.,</s>,<s>,1,1,1.0
También,te,amamos,1,3,0.3333333333333333
te,amamos,"mucho,",1,1,1.0
amamos,"mucho,",Ale.,1,1,1.0
"mucho,",Ale.,</s>,1,1,1.0
<s>,Que,es,1,16,0.0625
Que,es,"eso,",1,1,1.0
es,"eso,","Ale,",1,1,1.0
"eso,","Ale,",jajaja?,1,1,1.0
"Ale,",jajaja?,</s>,1,1,1.0
jajaja?,</s>,<s>,1,1,1.0
Muy,"bien,","ma,",1,3,0.3333333333333333
"bien,","ma,",disfruta.,1,1,1.0
"ma,",disfruta.,</s>,1,1,1.0
disfruta.,</s>,<s>,1,1,1.0
<s>,"Jajaja,",hijo,1,15,0.06666666666666667
"Jajaja,",hijo,de,1,1,1.0
hijo,de,la,1,1,1.0
de,la,verga.,1,5,0.2
la,verga.,</s>,1,1,1.0
verga.,</s>,<s>,1,1,1.0
<s>,"Jajaja,","bien,",1,15,0.06666666666666667
"Jajaja,","bien,","Ale,",1,1,1.0
"bien,","Ale,",ahí,1,1,1.0
"Ale,",ahí,disfrutando.,1,1,1.0
ahí,disfrutando.,</s>,1,1,1.0
disfrutando.,</s>,<s>,1,1,1.0
</s>,<s>,"Miren,",1,487,0.002053388090349076
<s>,"Miren,",mejore,1,1,1.0
"Miren,",mejore,algunas,1,1,1.0
mejore,algunas,fotos,1,1,1.0
algunas,fotos,con,1,1,1.0
fotos,con,"IA,",1,1,1.0
con,"IA,",¿que,1,1,1.0
"IA,",¿que,les,1,1,1.0
¿que,les,parece?,1,1,1.0
les,parece?,</s>,1,1,1.0
<s>,Si,quieren,1,11,0.09090909090909091
Si,quieren,puedo,1,1,1.0
quieren,puedo,mejorar,1,1,1.0
puedo,mejorar,fotos,1,1,1.0
mejorar,fotos,que,1,1,1.0
fotos,que,me,1,1,1.0
que,me,manden.,1,9,0.1111111111111111
me,manden.,</s>,1,1,1.0
manden.,</s>,<s>,1,1,1.0
<s>,Con,una,1,3,0.3333333333333333
Con,una,aplicación,1,1,1.0
una,aplicación,que,1,1,1.0
aplicación,que,se,1,1,1.0
se,llama,Remini.,1,2,0.5
llama,Remini.,</s>,1,1,1.0
Remini.,</s>,<s>,1,1,1.0
<s>,También,crea,1,5,0.2
También,crea,nuevas,1,1,1.0
crea,nuevas,fotos,1,1,1.0
nuevas,fotos,a,1,1,1.0
fotos,a,partir,1,1,1.0
a,partir,de,1,1,1.0
partir,de,las,1,1,1.0
de,las,que,1,6,0.16666666666666666
las,que,ya,1,1,1.0
que,ya,se,1,3,0.3333333333333333
ya,se,tengan.,1,1,1.0
se,tengan.,</s>,1,1,1.0
tengan.,</s>,<s>,1,1,1.0
</s>,<s>,Mejora,1,487,0.002053388090349076
<s>,Mejora,un,1,1,1.0
Mejora,un,poquito.,1,1,1.0
un,poquito.,</s>,1,1,1.0
poquito.,</s>,<s>,1,1,1.0
<s>,La,pase,1,2,0.5
La,pase,otra,1,1,1.0
pase,otra,vez.,1,1,1.0
otra,vez.,</s>,1,1,1.0
vez.,</s>,<s>,1,1,1.0
<s>,Dale,con,1,2,0.5
Dale,con,todo.,1,1,1.0
con,todo.,</s>,1,1,1.0
todo.,</s>,<s>,1,1,1.0
<s>,"Jajaja,",la,1,15,0.06666666666666667
"Jajaja,",la,Ale.,1,1,1.0
la,Ale.,</s>,1,1,1.0
</s>,<s>,"Ahhh,",1,487,0.002053388090349076
<s>,"Ahhh,",pos,1,1,1.0
"Ahhh,",pos,toy,1,1,1.0
pos,toy,cansado.,1,1,1.0
toy,cansado.,</s>,1,1,1.0
cansado.,</s>,<s>,1,1,1.0
<s>,"Jajaja,",acabo,1,15,0.06666666666666667
"Jajaja,",acabo,de,1,1,1.0
acabo,de,ver,1,1,1.0
de,ver,pasar,1,1,1.0
ver,pasar,a,1,1,1.0
pasar,a,Wendy,1,1,1.0
a,Wendy,Guevara,1,1,1.0
Wendy,Guevara,enfrente,1,1,1.0
Guevara,enfrente,de,1,1,1.0
enfrente,de,mi.,1,1,1.0
de,mi.,</s>,1,1,1.0
mi.,</s>,<s>,1,1,1.0
"No,",no,maches.,1,2,0.5
no,maches.,</s>,1,1,1.0
maches.,</s>,<s>,1,1,1.0
</s>,<s>,Estaría,1,487,0.002053388090349076
<s>,Estaría,raro.,1,1,1.0
Estaría,raro.,</s>,1,1,1.0
raro.,</s>,<s>,1,1,1.0
<s>,"No,",es,1,15,0.06666666666666667
"No,",es,"bajita,",1,1,1.0
es,"bajita,",yo,1,1,1.0
"bajita,",yo,creo,1,1,1.0
creo,que,mide,1,10,0.1
que,mide,1.65.,1,1,1.0
mide,1.65.,</s>,1,1,1.0
1.65.,</s>,<s>,1,1,1.0
</s>,<s>,Unas,1,487,0.002053388090349076
<s>,Unas,"locales,",1,1,1.0
Unas,"locales,",de,1,1,1.0
"locales,",de,llaman,1,1,1.0
de,llaman,HM,1,1,1.0
llaman,HM,</s>,1,1,1.0
HM,</s>,<s>,1,1,1.0
<s>,"Jajaja,",no,1,15,0.06666666666666667
"Jajaja,",no,"se,",1,1,1.0
no,"se,",solo,1,1,1.0
"se,",solo,decían,1,1,1.0
solo,decían,HM,1,1,1.0
decían,HM,Hamburguesas.,1,1,1.0
HM,Hamburguesas.,</s>,1,1,1.0
Hamburguesas.,</s>,<s>,1,1,1.0
</s>,<s>,Sigan,1,487,0.002053388090349076
<s>,Sigan,divirtiéndose.,1,1,1.0
Sigan,divirtiéndose.,</s>,1,1,1.0
divirtiéndose.,</s>,<s>,1,1,1.0
</s>,<s>,Pásala,1,487,0.002053388090349076
<s>,Pásala,bien.,1,1,1.0
Pásala,bien.,</s>,1,1,1.0
<s>,"Bien,",Ale.,1,3,0.3333333333333333
"Bien,",Ale.,</s>,1,1,1.0
Aquí,estamos,en,1,2,0.5
en,la,feria,1,16,0.0625
la,feria,de,1,1,1.0
feria,de,Cali.,1,1,1.0
de,Cali.,</s>,1,1,1.0
Cali.,</s>,<s>,1,1,1.0
<s>,Hoy,es,1,2,0.5
Hoy,es,"salsodromo,",1,1,1.0
es,"salsodromo,",entonces,1,1,1.0
"salsodromo,",entonces,nos,1,1,1.0
entonces,nos,están,1,1,1.0
nos,están,dando,1,1,1.0
están,dando,una,1,1,1.0
dando,una,clase,1,1,1.0
una,clase,de,1,1,1.0
clase,de,salsa,1,1,1.0
de,salsa,caleña.,1,1,1.0
salsa,caleña.,</s>,1,1,1.0
caleña.,</s>,<s>,1,1,1.0
<s>,"Jajaja,","si,",1,15,0.06666666666666667
"Jajaja,","si,","Ale,",1,1,1.0
"si,","Ale,",no,1,1,1.0
"Ale,",no,te,1,1,1.0
no,te,preocupes.,1,2,0.5
te,preocupes.,</s>,1,1,1.0
preocupes.,</s>,<s>,1,1,1.0
<s>,"Ok,","ma,",1,8,0.125
"Ok,","ma,",que,1,1,1.0
"ma,",que,todo,1,1,1.0
que,todo,salga,1,2,0.5
todo,salga,bien.,1,1,1.0
salga,bien.,</s>,1,1,1.0
</s>,<s>,Ay,1,487,0.002053388090349076
<s>,Ay,"si,",1,1,1.0
Ay,"si,",ay,1,1,1.0
"si,",ay,si.,1,1,1.0
ay,si.,</s>,1,1,1.0
si.,</s>,<s>,1,1,1.0
<s>,Si,yo,1,11,0.09090909090909091
Si,yo,ni,1,1,1.0
yo,ni,tomo.,1,1,1.0
ni,tomo.,</s>,1,1,1.0
tomo.,</s>,<s>,1,1,1.0
<s>,Te,amo,1,3,0.3333333333333333
Te,amo,"mucho,",1,1,1.0
amo,"mucho,",ma.,1,1,1.0
"mucho,",ma.,</s>,1,1,1.0
</s>,<s>,Tengan,1,487,0.002053388090349076
<s>,Tengan,un,1,1,1.0
Tengan,un,excelente,1,1,1.0
un,excelente,viaje.,1,1,1.0
excelente,viaje.,</s>,1,1,1.0
viaje.,</s>,<s>,1,1,1.0
</s>,<s>,Parece,1,487,0.002053388090349076
<s>,Parece,Pokémon,1,1,1.0
Parece,Pokémon,</s>,1,1,1.0
Pokémon,</s>,<s>,1,1,1.0
<s>,"Jajaja,",muy,1,15,0.06666666666666667
"Jajaja,",muy,bien.,1,1,1.0
<s>,"Jajaja,",Que,1,15,0.06666666666666667
"Jajaja,",Que,"Rico,",1,1,1.0
Que,"Rico,",del,1,1,1.0
"Rico,",del,mismo,1,1,1.0
del,mismo,lugar,1,1,1.0
mismo,lugar,de,1,1,1.0
lugar,de,DELFIN?,1,1,1.0
de,DELFIN?,</s>,1,1,1.0
DELFIN?,</s>,<s>,1,1,1.0
</s>,<s>,"Uff,",1,487,0.002053388090349076
<s>,"Uff,",Que,1,1,1.0
"Uff,",Que,bien,1,1,1.0
Que,bien,Que,1,5,0.2
bien,Que,todo,1,1,1.0
Que,todo,salió,1,1,1.0
